Sexo;Federación;Comunidad autónoma;periodo;Total
Hombres;Judo;Rioja, La;2018;1.029
Hombres;Judo;Rioja, La;2017;1.030
Hombres;Judo;Rioja, La;2016;1.028
Hombres;Judo;Rioja, La;2015;1.005
Hombres;Judo;Rioja, La;2014;994
Hombres;Judo;Rioja, La;2013;1.188
Hombres;Judo;Rioja, La;2012;1.198
Hombres;Judo;Rioja, La;2011;1.298
Hombres;Judo;Rioja, La;2010;1.390
Hombres;Judo;Rioja, La;2009;1.394
Hombres;Judo;Ceuta;2024;85
Hombres;Judo;Ceuta;2023;63
Hombres;Judo;Ceuta;2022;123
Hombres;Judo;Ceuta;2021;0
Hombres;Judo;Ceuta;2020;0
Hombres;Judo;Ceuta;2019;0
Hombres;Judo;Ceuta;2018;0
Hombres;Judo;Ceuta;2017;249
Hombres;Judo;Ceuta;2016;250
Hombres;Judo;Ceuta;2015;252
Hombres;Judo;Ceuta;2014;250
Hombres;Judo;Ceuta;2013;257
Hombres;Judo;Ceuta;2012;259
Hombres;Judo;Ceuta;2011;264
Hombres;Judo;Ceuta;2010;268
Hombres;Judo;Ceuta;2009;270
Hombres;Judo;Melilla;2024;76
Hombres;Judo;Melilla;2023;141
Hombres;Judo;Melilla;2022;169
Hombres;Judo;Melilla;2021;51
Hombres;Judo;Melilla;2020;265
Hombres;Judo;Melilla;2019;295
Hombres;Judo;Melilla;2018;291
Hombres;Judo;Melilla;2017;293
Hombres;Judo;Melilla;2016;295
Hombres;Judo;Melilla;2015;301
Hombres;Judo;Melilla;2014;298
Hombres;Judo;Melilla;2013;307
Hombres;Judo;Melilla;2012;302
Hombres;Judo;Melilla;2011;333
Hombres;Judo;Melilla;2010;345
Hombres;Judo;Melilla;2009;351
Hombres;Judo;Sin territorializar;2024;0
Hombres;Judo;Sin territorializar;2023;0
Hombres;Judo;Sin territorializar;2022;0
Hombres;Judo;Sin territorializar;2021;0
Hombres;Judo;Sin territorializar;2020;0
Hombres;Judo;Sin territorializar;2019;0
Hombres;Judo;Sin territorializar;2018;0
Hombres;Judo;Sin territorializar;2017;0
Hombres;Judo;Sin territorializar;2016;0
Hombres;Judo;Sin territorializar;2015;0
Hombres;Judo;Sin territorializar;2014;0
Hombres;Judo;Sin territorializar;2013;0
Hombres;Judo;Sin territorializar;2012;0
Hombres;Judo;Sin territorializar;2011;0
Hombres;Judo;Sin territorializar;2010;0
Hombres;Judo;Sin territorializar;2009;0
Hombres;Kárate;TOTAL;2024;52.659
Hombres;Kárate;TOTAL;2023;52.683
Hombres;Kárate;TOTAL;2022;50.456
Hombres;Kárate;TOTAL;2021;38.124
Hombres;Kárate;TOTAL;2020;45.357
Hombres;Kárate;TOTAL;2019;52.073
Hombres;Kárate;TOTAL;2018;51.377
Hombres;Kárate;TOTAL;2017;49.176
Hombres;Kárate;TOTAL;2016;46.539
Hombres;Kárate;TOTAL;2015;46.825
Hombres;Kárate;TOTAL;2014;41.844
Hombres;Kárate;TOTAL;2013;43.490
Hombres;Kárate;TOTAL;2012;44.246
Hombres;Kárate;TOTAL;2011;51.686
Hombres;Kárate;TOTAL;2010;50.865
Hombres;Kárate;TOTAL;2009;49.004
Hombres;Kárate;Andalucía;2024;6.108
Hombres;Kárate;Andalucía;2023;6.442
Hombres;Kárate;Andalucía;2022;5.981
Hombres;Kárate;Andalucía;2021;4.325
Hombres;Kárate;Andalucía;2020;4.981
Hombres;Kárate;Andalucía;2019;5.619
Hombres;Kárate;Andalucía;2018;5.447
Hombres;Kárate;Andalucía;2017;5.333
Hombres;Kárate;Andalucía;2016;5.167
Hombres;Kárate;Andalucía;2015;4.501
Hombres;Kárate;Andalucía;2014;4.899
Hombres;Kárate;Andalucía;2013;4.033
Hombres;Kárate;Andalucía;2012;4.002
Hombres;Kárate;Andalucía;2011;4.324
Hombres;Kárate;Andalucía;2010;4.133
Hombres;Kárate;Andalucía;2009;3.919
Hombres;Kárate;Aragón;2024;745
Hombres;Kárate;Aragón;2023;706
Hombres;Kárate;Aragón;2022;674
Hombres;Kárate;Aragón;2021;300
Hombres;Kárate;Aragón;2020;670
Hombres;Kárate;Aragón;2019;865
Hombres;Kárate;Aragón;2018;819
Hombres;Kárate;Aragón;2017;805
Hombres;Kárate;Aragón;2016;812
Hombres;Kárate;Aragón;2015;913
Hombres;Kárate;Aragón;2014;1.043
Hombres;Kárate;Aragón;2013;1.100
Hombres;Kárate;Aragón;2012;1.717
Hombres;Kárate;Aragón;2011;1.393
Hombres;Kárate;Aragón;2010;1.472
Hombres;Kárate;Aragón;2009;1.020
Hombres;Kárate;Asturias, Principado de;2024;1.329
Hombres;Kárate;Asturias, Principado de;2023;1.336
Hombres;Kárate;Asturias, Principado de;2022;1.311
Hombres;Kárate;Asturias, Principado de;2021;1.084
Hombres;Kárate;Asturias, Principado de;2020;1.274
Hombres;Kárate;Asturias, Principado de;2019;1.540
Hombres;Kárate;Asturias, Principado de;2018;1.596
Hombres;Kárate;Asturias, Principado de;2017;1.759
Hombres;Kárate;Asturias, Principado de;2016;1.792
Hombres;Kárate;Asturias, Principado de;2015;1.812
Hombres;Kárate;Asturias, Principado de;2014;1.726
Hombres;Kárate;Asturias, Principado de;2013;1.785
Hombres;Kárate;Asturias, Principado de;2012;1.857
Hombres;Kárate;Asturias, Principado de;2011;2.065
Hombres;Kárate;Asturias, Principado de;2010;1.987
Hombres;Kárate;Asturias, Principado de;2009;1.840
Hombres;Kárate;Balears, Illes;2024;1.238
Hombres;Kárate;Balears, Illes;2023;1.423
Hombres;Kárate;Balears, Illes;2022;1.385
Hombres;Kárate;Balears, Illes;2021;1.453
Hombres;Kárate;Balears, Illes;2020;941
Hombres;Kárate;Balears, Illes;2019;1.130
Hombres;Kárate;Balears, Illes;2018;1.364
Hombres;Kárate;Balears, Illes;2017;1.296
Hombres;Kárate;Balears, Illes;2016;515
Hombres;Kárate;Balears, Illes;2015;469
Hombres;Kárate;Balears, Illes;2014;394
Hombres;Kárate;Balears, Illes;2013;465
Hombres;Kárate;Balears, Illes;2012;402
Hombres;Kárate;Balears, Illes;2011;607
Hombres;Kárate;Balears, Illes;2010;607
Hombres;Kárate;Balears, Illes;2009;607
Hombres;Kárate;Canarias;2024;2.928
Hombres;Kárate;Canarias;2023;2.972
Hombres;Kárate;Canarias;2022;2.270
Hombres;Kárate;Canarias;2021;1.684
Hombres;Kárate;Canarias;2020;1.733
Hombres;Kárate;Canarias;2019;2.870
Hombres;Kárate;Canarias;2018;2.230
Hombres;Kárate;Canarias;2017;2.047
Hombres;Kárate;Canarias;2016;1.550
Hombres;Kárate;Canarias;2015;1.809
Hombres;Kárate;Canarias;2014;1.877
Hombres;Kárate;Canarias;2013;1.924
Hombres;Kárate;Canarias;2012;2.000
Hombres;Kárate;Canarias;2011;2.329
Hombres;Kárate;Canarias;2010;2.206
Hombres;Kárate;Canarias;2009;1.497
Hombres;Kárate;Cantabria;2024;876
Hombres;Kárate;Cantabria;2023;858
Hombres;Kárate;Cantabria;2022;579
Hombres;Kárate;Cantabria;2021;515
Hombres;Kárate;Cantabria;2020;1.404
Hombres;Kárate;Cantabria;2019;868
Hombres;Kárate;Cantabria;2018;735
Hombres;Kárate;Cantabria;2017;464
Hombres;Kárate;Cantabria;2016;441
Hombres;Kárate;Cantabria;2015;567
Hombres;Kárate;Cantabria;2014;681
Hombres;Kárate;Cantabria;2013;739
Hombres;Kárate;Cantabria;2012;840
Hombres;Kárate;Cantabria;2011;699
Hombres;Kárate;Cantabria;2010;822
Hombres;Kárate;Cantabria;2009;773
Hombres;Kárate;Castilla y León;2024;2.979
Hombres;Kárate;Castilla y León;2023;3.033
Hombres;Kárate;Castilla y León;2022;2.910
Hombres;Kárate;Castilla y León;2021;1.945
Hombres;Kárate;Castilla y León;2020;1.449
Hombres;Kárate;Castilla y León;2019;3.452
Hombres;Kárate;Castilla y León;2018;3.290
Hombres;Kárate;Castilla y León;2017;3.260
Hombres;Kárate;Castilla y León;2016;3.159
Hombres;Kárate;Castilla y León;2015;3.138
Hombres;Kárate;Castilla y León;2014;3.212
Hombres;Kárate;Castilla y León;2013;3.405
Hombres;Kárate;Castilla y León;2012;3.763
Hombres;Kárate;Castilla y León;2011;3.959
Hombres;Kárate;Castilla y León;2010;3.910
Hombres;Kárate;Castilla y León;2009;3.766
Hombres;Kárate;Castilla-La Mancha;2024;1.925
Hombres;Kárate;Castilla-La Mancha;2023;2.049
Hombres;Kárate;Castilla-La Mancha;2022;2.093
Hombres;Kárate;Castilla-La Mancha;2021;1.775
Hombres;Kárate;Castilla-La Mancha;2020;2.046
Hombres;Kárate;Castilla-La Mancha;2019;2.151
Hombres;Kárate;Castilla-La Mancha;2018;2.090
Hombres;Kárate;Castilla-La Mancha;2017;2.070
Hombres;Kárate;Castilla-La Mancha;2016;1.180
Hombres;Kárate;Castilla-La Mancha;2015;2.180
Hombres;Kárate;Castilla-La Mancha;2014;2.228
Hombres;Kárate;Castilla-La Mancha;2013;2.198
Hombres;Kárate;Castilla-La Mancha;2012;2.202
Hombres;Kárate;Castilla-La Mancha;2011;2.357
Hombres;Kárate;Castilla-La Mancha;2010;2.260
Hombres;Kárate;Castilla-La Mancha;2009;2.038
Hombres;Kárate;Cataluña;2024;7.446
Hombres;Kárate;Cataluña;2023;7.532
Hombres;Kárate;Cataluña;2022;8.094
Hombres;Kárate;Cataluña;2021;6.102
Hombres;Kárate;Cataluña;2020;7.498
Hombres;Kárate;Cataluña;2019;7.583
Hombres;Kárate;Cataluña;2018;7.430
Hombres;Kárate;Cataluña;2017;6.891
Hombres;Kárate;Cataluña;2016;7.505
Hombres;Kárate;Cataluña;2015;7.055
Hombres;Kárate;Cataluña;2014;1.441
Hombres;Kárate;Cataluña;2013;2.365
Hombres;Kárate;Cataluña;2012;1.085
Hombres;Kárate;Cataluña;2011;6.000
Hombres;Kárate;Cataluña;2010;6.000
Hombres;Kárate;Cataluña;2009;6.000
Hombres;Kárate;Comunitat Valenciana;2024;6.964
Hombres;Kárate;Comunitat Valenciana;2023;6.922
Hombres;Kárate;Comunitat Valenciana;2022;6.594
Hombres;Kárate;Comunitat Valenciana;2021;5.070
Hombres;Kárate;Comunitat Valenciana;2020;6.366
Hombres;Kárate;Comunitat Valenciana;2019;6.890
Hombres;Kárate;Comunitat Valenciana;2018;7.000
Hombres;Kárate;Comunitat Valenciana;2017;6.859
Hombres;Kárate;Comunitat Valenciana;2016;6.620
Hombres;Kárate;Comunitat Valenciana;2015;5.879
Hombres;Kárate;Comunitat Valenciana;2014;6.312
Hombres;Kárate;Comunitat Valenciana;2013;6.619
Hombres;Kárate;Comunitat Valenciana;2012;6.629
Hombres;Kárate;Comunitat Valenciana;2011;6.230
Hombres;Kárate;Comunitat Valenciana;2010;6.878
Hombres;Kárate;Comunitat Valenciana;2009;6.878
Hombres;Kárate;Extremadura;2024;843
Hombres;Kárate;Extremadura;2023;895
Hombres;Kárate;Extremadura;2022;916
Hombres;Kárate;Extremadura;2021;561
Hombres;Kárate;Extremadura;2020;931
Hombres;Kárate;Extremadura;2019;1.130
Hombres;Kárate;Extremadura;2018;1.168
Hombres;Kárate;Extremadura;2017;1.219
Hombres;Kárate;Extremadura;2016;1.116
Hombres;Kárate;Extremadura;2015;1.116
Hombres;Kárate;Extremadura;2014;1.058
Hombres;Kárate;Extremadura;2013;1.111
Hombres;Kárate;Extremadura;2012;1.161
Hombres;Kárate;Extremadura;2011;1.213
Hombres;Kárate;Extremadura;2010;1.092
Hombres;Kárate;Extremadura;2009;656
Hombres;Kárate;Galicia;2024;2.217
Hombres;Kárate;Galicia;2023;2.187
Hombres;Kárate;Galicia;2022;2.035
Hombres;Kárate;Galicia;2021;1.428
Hombres;Kárate;Galicia;2020;1.839
Hombres;Kárate;Galicia;2019;1.742
Hombres;Kárate;Galicia;2018;1.816
Hombres;Kárate;Galicia;2017;1.719
Hombres;Kárate;Galicia;2016;1.989
Hombres;Kárate;Galicia;2015;1.865
Hombres;Kárate;Galicia;2014;1.844
Hombres;Kárate;Galicia;2013;1.909
Hombres;Kárate;Galicia;2012;1.976
Hombres;Kárate;Galicia;2011;2.026
Hombres;Kárate;Galicia;2010;2.392
Hombres;Kárate;Galicia;2009;2.695
Hombres;Kárate;Madrid, Comunidad de;2024;11.585
Hombres;Kárate;Madrid, Comunidad de;2023;12.063
Hombres;Kárate;Madrid, Comunidad de;2022;11.630
Hombres;Kárate;Madrid, Comunidad de;2021;8.392
Hombres;Kárate;Madrid, Comunidad de;2020;11.189
Hombres;Kárate;Madrid, Comunidad de;2019;12.169
Hombres;Kárate;Madrid, Comunidad de;2018;12.388
Hombres;Kárate;Madrid, Comunidad de;2017;12.077
Hombres;Kárate;Madrid, Comunidad de;2016;11.428
Hombres;Kárate;Madrid, Comunidad de;2015;11.306
Hombres;Kárate;Madrid, Comunidad de;2014;10.866
Hombres;Kárate;Madrid, Comunidad de;2013;11.216
Hombres;Kárate;Madrid, Comunidad de;2012;11.955
Hombres;Kárate;Madrid, Comunidad de;2011;13.442
Hombres;Kárate;Madrid, Comunidad de;2010;12.581
Hombres;Kárate;Madrid, Comunidad de;2009;12.718
Hombres;Kárate;Murcia, Región de;2024;2.536
Hombres;Kárate;Murcia, Región de;2023;1.192
Hombres;Kárate;Murcia, Región de;2022;1.027
Hombres;Kárate;Murcia, Región de;2021;907
Hombres;Kárate;Murcia, Región de;2020;598
Hombres;Kárate;Murcia, Región de;2019;635
Hombres;Kárate;Murcia, Región de;2018;567
Hombres;Kárate;Murcia, Región de;2017;556
Hombres;Kárate;Murcia, Región de;2016;540
Hombres;Kárate;Murcia, Región de;2015;538
Hombres;Kárate;Murcia, Región de;2014;553
Hombres;Kárate;Murcia, Región de;2013;588
Hombres;Kárate;Murcia, Región de;2012;598
Hombres;Kárate;Murcia, Región de;2011;901
Hombres;Kárate;Murcia, Región de;2010;688
Hombres;Kárate;Murcia, Región de;2009;785
Hombres;Kárate;Navarra, Comunidad Foral de;2024;778
Hombres;Kárate;Navarra, Comunidad Foral de;2023;820
Hombres;Kárate;Navarra, Comunidad Foral de;2022;824
Hombres;Kárate;Navarra, Comunidad Foral de;2021;615
Hombres;Kárate;Navarra, Comunidad Foral de;2020;858
Hombres;Kárate;Navarra, Comunidad Foral de;2019;1.030
Hombres;Kárate;Navarra, Comunidad Foral de;2018;1.105
Hombres;Kárate;Navarra, Comunidad Foral de;2017;1.112
Hombres;Kárate;Navarra, Comunidad Foral de;2016;995
Hombres;Kárate;Navarra, Comunidad Foral de;2015;1.064
Hombres;Kárate;Navarra, Comunidad Foral de;2014;1.073
Hombres;Kárate;Navarra, Comunidad Foral de;2013;1.259
Hombres;Kárate;Navarra, Comunidad Foral de;2012;1.181
Hombres;Kárate;Navarra, Comunidad Foral de;2011;1.266
Hombres;Kárate;Navarra, Comunidad Foral de;2010;1.158
Hombres;Kárate;Navarra, Comunidad Foral de;2009;1.080
Hombres;Kárate;País Vasco;2024;1.424
Hombres;Kárate;País Vasco;2023;1.497
Hombres;Kárate;País Vasco;2022;1.443
Hombres;Kárate;País Vasco;2021;1.350
Hombres;Kárate;País Vasco;2020;838
Hombres;Kárate;País Vasco;2019;1.688
Hombres;Kárate;País Vasco;2018;1.722
Hombres;Kárate;País Vasco;2017;1.313
Hombres;Kárate;País Vasco;2016;1.313
Hombres;Kárate;País Vasco;2015;1.986
Hombres;Kárate;País Vasco;2014;2.059
Hombres;Kárate;País Vasco;2013;2.071
Hombres;Kárate;País Vasco;2012;2.183
Hombres;Kárate;País Vasco;2011;2.175
Hombres;Kárate;País Vasco;2010;1.944
Hombres;Kárate;País Vasco;2009;2.098
Hombres;Kárate;Rioja, La;2024;507
Hombres;Kárate;Rioja, La;2023;558
Hombres;Kárate;Rioja, La;2022;505
Hombres;Kárate;Rioja, La;2021;443
Hombres;Kárate;Rioja, La;2020;536
Hombres;Kárate;Rioja, La;2019;517
Hombres;Kárate;Rioja, La;2018;437
Hombres;Kárate;Rioja, La;2017;358
Hombres;Kárate;Rioja, La;2016;240
Hombres;Kárate;Rioja, La;2015;434
Hombres;Kárate;Rioja, La;2014;382
Hombres;Kárate;Rioja, La;2013;495
Hombres;Kárate;Rioja, La;2012;496
Hombres;Kárate;Rioja, La;2011;527
Hombres;Kárate;Rioja, La;2010;574
Hombres;Kárate;Rioja, La;2009;523
Hombres;Kárate;Ceuta;2024;65
Hombres;Kárate;Ceuta;2023;39
Hombres;Kárate;Ceuta;2022;54
Hombres;Kárate;Ceuta;2021;74
Hombres;Kárate;Ceuta;2020;86
Hombres;Kárate;Ceuta;2019;78
Hombres;Kárate;Ceuta;2018;68
Hombres;Kárate;Ceuta;2017;38
Hombres;Kárate;Ceuta;2016;80
Hombres;Kárate;Ceuta;2015;80
Hombres;Kárate;Ceuta;2014;51
Hombres;Kárate;Ceuta;2013;51
Hombres;Kárate;Ceuta;2012;25
Hombres;Kárate;Ceuta;2011;36
Hombres;Kárate;Ceuta;2010;77
Hombres;Kárate;Ceuta;2009;27
Hombres;Kárate;Melilla;2024;166
Hombres;Kárate;Melilla;2023;159
Hombres;Kárate;Melilla;2022;131
Hombres;Kárate;Melilla;2021;101
Hombres;Kárate;Melilla;2020;120
Hombres;Kárate;Melilla;2019;116
Hombres;Kárate;Melilla;2018;105
Hombres;Kárate;Melilla;2017;0
Hombres;Kárate;Melilla;2016;97
Hombres;Kárate;Melilla;2015;113
Hombres;Kárate;Melilla;2014;145
Hombres;Kárate;Melilla;2013;157
Hombres;Kárate;Melilla;2012;174
Hombres;Kárate;Melilla;2011;137
Hombres;Kárate;Melilla;2010;84
Hombres;Kárate;Melilla;2009;84
Hombres;Kárate;Sin territorializar;2024;0
Hombres;Kárate;Sin territorializar;2023;0
Hombres;Kárate;Sin territorializar;2022;0
Hombres;Kárate;Sin territorializar;2021;0
Hombres;Kárate;Sin territorializar;2020;0
Hombres;Kárate;Sin territorializar;2019;0
Hombres;Kárate;Sin territorializar;2018;0
Hombres;Kárate;Sin territorializar;2017;0
Hombres;Kárate;Sin territorializar;2016;0
Hombres;Kárate;Sin territorializar;2015;0
Hombres;Kárate;Sin territorializar;2014;0
Hombres;Kárate;Sin territorializar;2013;0
Hombres;Kárate;Sin territorializar;2012;0
Hombres;Kárate;Sin territorializar;2011;0
Hombres;Kárate;Sin territorializar;2010;0
Hombres;Kárate;Sin territorializar;2009;0
Hombres;Kickboxing y Muaythai;TOTAL;2024;11.392
Hombres;Kickboxing y Muaythai;TOTAL;2023;10.674
Hombres;Kickboxing y Muaythai;TOTAL;2022;10.026
Hombres;Kickboxing y Muaythai;TOTAL;2021;9.956
Hombres;Kickboxing y Muaythai;TOTAL;2020;7.147
Hombres;Kickboxing y Muaythai;TOTAL;2019;8.380
Hombres;Kickboxing y Muaythai;TOTAL;2018;8.291
Hombres;Kickboxing y Muaythai;TOTAL;2017;7.595
Hombres;Kickboxing y Muaythai;TOTAL;2016;7.873
Hombres;Kickboxing y Muaythai;TOTAL;2015;1.451
Hombres;Kickboxing y Muaythai;TOTAL;2014;1.755
Hombres;Kickboxing y Muaythai;TOTAL;2013;1.671
Hombres;Kickboxing y Muaythai;TOTAL;2012;2.484
Hombres;Kickboxing y Muaythai;TOTAL;2011;2.786
Hombres;Kickboxing y Muaythai;TOTAL;2010;2.844
Hombres;Kickboxing y Muaythai;TOTAL;2009;2.575
Hombres;Kickboxing y Muaythai;Andalucía;2024;2.255
Hombres;Kickboxing y Muaythai;Andalucía;2023;2.147
Hombres;Kickboxing y Muaythai;Andalucía;2022;2.080
Hombres;Kickboxing y Muaythai;Andalucía;2021;2.314
Hombres;Kickboxing y Muaythai;Andalucía;2020;1.129
Hombres;Kickboxing y Muaythai;Andalucía;2019;1.107
Hombres;Kickboxing y Muaythai;Andalucía;2018;1.254
Hombres;Kickboxing y Muaythai;Andalucía;2017;1.240
Hombres;Kickboxing y Muaythai;Andalucía;2016;1.383
Hombres;Kickboxing y Muaythai;Andalucía;2015;38
Hombres;Kickboxing y Muaythai;Andalucía;2014;77
Hombres;Kickboxing y Muaythai;Andalucía;2013;92
Hombres;Kickboxing y Muaythai;Andalucía;2012;246
Hombres;Kickboxing y Muaythai;Andalucía;2011;396
Hombres;Kickboxing y Muaythai;Andalucía;2010;463
Hombres;Kickboxing y Muaythai;Andalucía;2009;540
Hombres;Kickboxing y Muaythai;Aragón;2024;426
Hombres;Kickboxing y Muaythai;Aragón;2023;359
Hombres;Kickboxing y Muaythai;Aragón;2022;343
Hombres;Kickboxing y Muaythai;Aragón;2021;248
Hombres;Kickboxing y Muaythai;Aragón;2020;253
Hombres;Kickboxing y Muaythai;Aragón;2019;252
Hombres;Kickboxing y Muaythai;Aragón;2018;229
Hombres;Kickboxing y Muaythai;Aragón;2017;226
Hombres;Kickboxing y Muaythai;Aragón;2016;256
Hombres;Kickboxing y Muaythai;Aragón;2015;150
Hombres;Kickboxing y Muaythai;Aragón;2014;227
Hombres;Kickboxing y Muaythai;Aragón;2013;185
Hombres;Kickboxing y Muaythai;Aragón;2012;220
Hombres;Kickboxing y Muaythai;Aragón;2011;132
Hombres;Kickboxing y Muaythai;Aragón;2010;122
Hombres;Kickboxing y Muaythai;Aragón;2009;108
Hombres;Kickboxing y Muaythai;Asturias, Principado de;2024;372
Hombres;Kickboxing y Muaythai;Asturias, Principado de;2023;304
Hombres;Kickboxing y Muaythai;Asturias, Principado de;2022;243
Hombres;Kickboxing y Muaythai;Asturias, Principado de;2021;225
Hombres;Kickboxing y Muaythai;Asturias, Principado de;2020;179
Hombres;Kickboxing y Muaythai;Asturias, Principado de;2019;181
Hombres;Kickboxing y Muaythai;Asturias, Principado de;2018;166
Hombres;Kickboxing y Muaythai;Asturias, Principado de;2017;180
Hombres;Kickboxing y Muaythai;Asturias, Principado de;2016;78
Hombres;Kickboxing y Muaythai;Asturias, Principado de;2015;41
Hombres;Kickboxing y Muaythai;Asturias, Principado de;2014;56
Hombres;Kickboxing y Muaythai;Asturias, Principado de;2013;45
Hombres;Kickboxing y Muaythai;Asturias, Principado de;2012;71
Hombres;Kickboxing y Muaythai;Asturias, Principado de;2011;68
Hombres;Kickboxing y Muaythai;Asturias, Principado de;2010;105
Hombres;Kickboxing y Muaythai;Asturias, Principado de;2009;61
Hombres;Kickboxing y Muaythai;Balears, Illes;2024;548
Hombres;Kickboxing y Muaythai;Balears, Illes;2023;603
Hombres;Kickboxing y Muaythai;Balears, Illes;2022;530
Hombres;Kickboxing y Muaythai;Balears, Illes;2021;635
Hombres;Kickboxing y Muaythai;Balears, Illes;2020;157
Hombres;Kickboxing y Muaythai;Balears, Illes;2019;198
Hombres;Kickboxing y Muaythai;Balears, Illes;2018;243
Hombres;Kickboxing y Muaythai;Balears, Illes;2017;243
Hombres;Kickboxing y Muaythai;Balears, Illes;2016;280
Hombres;Kickboxing y Muaythai;Balears, Illes;2015;11
Hombres;Kickboxing y Muaythai;Balears, Illes;2014;67
Hombres;Kickboxing y Muaythai;Balears, Illes;2013;117
Hombres;Kickboxing y Muaythai;Balears, Illes;2012;73
Hombres;Kickboxing y Muaythai;Balears, Illes;2011;0
Hombres;Kickboxing y Muaythai;Balears, Illes;2010;6
Hombres;Kickboxing y Muaythai;Balears, Illes;2009;1
Hombres;Kickboxing y Muaythai;Canarias;2024;604
Hombres;Kickboxing y Muaythai;Canarias;2023;541
Hombres;Kickboxing y Muaythai;Canarias;2022;489
Hombres;Kickboxing y Muaythai;Canarias;2021;545
Hombres;Kickboxing y Muaythai;Canarias;2020;392
Hombres;Kickboxing y Muaythai;Canarias;2019;491
Hombres;Kickboxing y Muaythai;Canarias;2018;447
Hombres;Kickboxing y Muaythai;Canarias;2017;409
Hombres;Kickboxing y Muaythai;Canarias;2016;192
Hombres;Kickboxing y Muaythai;Canarias;2015;44
Hombres;Kickboxing y Muaythai;Canarias;2014;14
Hombres;Kickboxing y Muaythai;Canarias;2013;15
Hombres;Kickboxing y Muaythai;Canarias;2012;16
Hombres;Kickboxing y Muaythai;Canarias;2011;30
Hombres;Kickboxing y Muaythai;Canarias;2010;49
Hombres;Kickboxing y Muaythai;Canarias;2009;261
Hombres;Kickboxing y Muaythai;Cantabria;2024;270
Hombres;Kickboxing y Muaythai;Cantabria;2023;237
Hombres;Kickboxing y Muaythai;Cantabria;2022;196
Hombres;Kickboxing y Muaythai;Cantabria;2021;136
Hombres;Kickboxing y Muaythai;Cantabria;2020;145
Hombres;Kickboxing y Muaythai;Cantabria;2019;199
Hombres;Kickboxing y Muaythai;Cantabria;2018;183
Hombres;Kickboxing y Muaythai;Cantabria;2017;181
Hombres;Kickboxing y Muaythai;Cantabria;2016;101
Hombres;Kickboxing y Muaythai;Cantabria;2015;19
Hombres;Kickboxing y Muaythai;Cantabria;2014;26
Hombres;Kickboxing y Muaythai;Cantabria;2013;37
Hombres;Kickboxing y Muaythai;Cantabria;2012;21
Hombres;Kickboxing y Muaythai;Cantabria;2011;22
Hombres;Kickboxing y Muaythai;Cantabria;2010;0
